,Sent1,Sent2,SimScore
7620,beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area. ,beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.,0.76
7621,zabol is a town in southeastern iran. ,khoramabad is a city in western iran.,0.24
7622,The judges believed the doctors behind the lawyers .,The judges believed the doctors .,0.79
7623,The actor won the tournament .,The actor won .,0.66
7624,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.","The FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.",0.55
7625,The lawyers ran .,The banker that believed the lawyers ran .,0.31
7626,Egyptians vote on divisive constitution,Egyptians vote on constitution change,0.8
7627,Maybe the banker avoided the president .,The banker avoided the president .,0.53
7628,The athletes near the artists helped the lawyer .,The athletes helped the lawyer .,0.79
7629,"Super Typhoon Haiyan, Strongest of Season, Slams the Philippines",Super typhoon Haiyan closes in on the Philippines,0.6799999999999999
7630,Little white lamb with nose to wood.,A white lamb with its nose against a wooden box.,0.76
7631,The artist supported the manager .,The artist in front of the secretary supported the manager .,0.79
7632,Egypt's Brotherhood as Beleaguered as Its Leader,Egypt's Muslim Brotherhood Set for Mass March,0.36
7633,Putin spokesman: Doping charges appear unfounded,The Latest on Severe Weather: 1 Dead in Texas After Tornado,0.0
7634,A girl is eating a cupcake.,A man is playing a trumpet.,0.0
7635,Although the author presented the secretaries recommended the tourist .,The author presented the secretaries .,0.23
7636,German ambassador's Athens residence shot at,Shots fired at German ambassador's residence in Athens,1.0
7637,DR Congo rebels kill park rangers,Rebels kill two park rangers in eastern Congo,0.8
7638,. Sinful people do not get to heaven.,Or sin is removed upon entry to heaven.,0.36
7639,Chinese shares close higher Tuesday,Chinese shares close lower on Wednesday,0.44000000000000006
7640,A group of girls are exiting a taxi.,A video clip of Rihanna leaving a taxi.,0.4
7641,The secretary contacted the student .,The student was contacted by the secretary .,1.0
7642,The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers.,Hundreds of Kenyan women claiming they were attacked and raped by British soldiers were granted government legal aid Wednesday to pursue their case against the Ministry of Defense.,0.6
7643,Knesset speaker: Obama reelection bad for Israel,7 states sue over Obama administration's birth control rule,0.08
7644,The presidents thanked the athletes .,The actor claimed that the presidents thanked the athletes .,0.43
7645,The person is removing the scales from the fish.,A person is descaling a fish.,1.0
7646,The author was helped by the lawyer .,The lawyer helped the author .,1.0
7647,A person wearing a bike helmet talks on a cell phone.,A person wearing a helmet rides a bike near a white structure.,0.6
7648,The scientists mentioned the bankers .,The scientists mentioned the bankers who danced .,0.77
7649,Domestic cat laying on back of cat litter.,Tan domestic cat under black tarp.,0.4
7650,U.S. and Turkey weigh no-fly zones for Syria,"Turkey, US weigh no-fly zones for Syria",0.96
7651,The secretaries shouted .,The students claimed that the secretaries shouted .,0.43
7652,A black dog is running in the grass.,A boy running through green grass.,0.2
7653,The artists believed the doctors .,The doctors believed the presidents that the artists called .,0.29
7654,A large jet on the ground at the airport.,A large airplane parked at the airport at night.,0.72
7655,The lawyer learned that the actors called the secretary .,The actors called the secretary .,0.55
7656,The secretaries admired the president .,"Unless the lawyer resigned , the secretaries admired the president .",0.42
7657,"The priest, the Rev. John F. Johnston, 64, of 35th Avenue in Jackson Heights, was charged with aggravated harassment and criminal possession of a weapon.","The Rev. John Johnston, 64, was charged with aggravated harassment in the phone call case and with criminal possession of a weapon, according to a police statement.",0.75
7658,"In case the secretaries waited , the senator performed .",The secretaries waited .,0.45
7659,The athlete called the bankers .,"Unless the lawyer performed , the athlete called the bankers .",0.42
7660,Genetic predisposition to cancer resistance is superior genetics.,Genetic predisposition to Alzheimer is inferior genetics.,0.27999999999999997
7661,A large cruise ship in harbor with trees behind.,A cruise ship docked at a coast.,0.6799999999999999
7662,The lawyers slept .,"The lawyers slept , and the manager called the secretary .",0.62
7663,But we can't do it without help.,"We can't do it without you.""",0.72
7664,The managers who thanked the president stopped the artist .,The managers stopped the artist .,0.79
7665,A dog is looking around,A dog is watching a store counter.,0.32
7666,Two women sitting on brown couch.,Two women standing outside of a bus.,0.2
7667,Weak earnings drag stocks lower,Weak earnings drag stocks lower on Wall Street,0.76
7668,A man is kicking oots of water.,A woman is slicing a red pepper.,0.05
7669,"South Asia follows, with 1.1 millions youths infected — 62 percent of them female.","Of the 1.1 million infected in south Asia, 62% are female.",0.8
7670,The lawyers that danced stopped the professors .,The lawyers stopped the professors .,0.79
7671,the matter is delicate. ,the iaea report is restricted.,0.0
7672,The athlete recognized the author .,The author recognized the athlete .,0.29
7673,The secretaries hid the authors .,Since the secretaries hid the authors arrived .,0.23
7674,shingarev said it is very difficult to make a nuclear weapon from the plutonium in this fuel. ,donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.,0.12
7675,Pope Benedict XVI Says Goodbye to Cardinals,Pope Benedict XVI departs Vatican for last time,0.72
7676,The artist was stopped by the judge .,The judge stopped the artist .,1.0
7677,The senator remembered that the president performed .,The president performed .,0.55
7678,Since the students fought the bankers recognized the senator .,The students fought the bankers .,0.23
7679,The manager avoided the professor who saw the student .,The professor saw the student .,0.65
7680,The bald eagle is perched on a rope.,Two bald eagles perched on a branch.,0.52
7681,Ukraine: Three Killed In Parliament Protests,Ukraine President Calls Talks To End Protests,0.2
7682,The students were contacted by the senator .,The students contacted the senator .,0.3
7683,Chris Froome rides to Tour de France endgame,Chris Brown concerts cancelled new,0.0
7684,"the ministers from china, laos, india, myanmar and thailand will also address crop substitution initiatives for impoverished ethnic minorities who still rely on opium cultivation. ","the ministers from china, laos, india, myanmar and thailand will discuss how to find markets for goods produced under crop substitution and other related programs such as eco-tourism and handicraft manufacturing.",0.72
7685,"41 killed, 22 wounded in violent attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq",0.36
7686,The bankers were recognized by the president .,The bankers recognized the president .,0.3
7687,The scientists stopped the president .,The scientists and the professors stopped the president .,0.68
7688,Saudi Arabia arrests suspected militants with al-Qaeda links,"Saudi Arabia arrests suspected militants, state media reports",0.8
7689,The two dogs were in the pen.,The cowboy rode his horse in the desert.,0.0
7690,The artists left the country .,The artists left .,0.66
7691,The tourists contacted the judges and the lawyer .,The judges contacted the lawyer .,0.29
7692,What if they messed up a study?,What if they had a personal bias?,0.2
7693,lets assume we have % white and % black.,Imagine a place that's % white and % black.,0.755555555555556
7694,China's Health Ministry said five more people had died of Sars and a further 159 were infected.,"On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.",0.6
